Times,MAIN_PNL_PX.1,MAIN_PNL_MX.1,MAIN_PNL_PY.1,MAIN_PNL_MY.1,MAIN_PNL_PZ.1,MAIN_PNL_MZ.1,MAIN_PNL_MY.20001
330.,18.92111,18.90502,26.43346,19.45023,26.49339,3.767302,-36.40519
340.,18.89196,18.87529,26.58667,19.43392,26.64852,3.408946,-36.41839
350.,18.86309,18.84581,26.73782,19.41772,26.8016,3.056622,-36.4315
360.,18.83449,18.81661,26.88695,19.40163,26.95264,2.710209,-36.44451
370.,18.80616,18.78768,27.03407,19.38565,27.10169,2.36959,-36.45744
380.,18.7781,18.75901,27.17923,19.3698,27.24877,2.034651,-36.47026
390.,18.75033,18.73062,27.32245,19.35407,27.3939,1.70528,-36.48299
400.,18.72283,18.70251,27.46375,19.33847,27.53711,1.38137,-36.49562
410.,18.69561,18.67467,27.60316,19.323,27.67843,1.062813,-36.50813
420.,18.66867,18.64711,27.74071,19.30766,27.81789,0.7495078,-36.52055
430.,18.64201,18.61983,27.87642,19.29245,27.95551,0.4413521,-36.53285
440.,18.61563,18.59282,28.01033,19.27739,28.09131,0.1382478,-36.54504
450.,18.58953,18.5661,28.14245,19.26246,28.22532,-0.1599011,-36.55711
460.,18.56372,18.53965,28.27281,19.24768,28.35757,-0.4531883,-36.56908
470.,18.53819,18.51349,28.40143,19.23304,28.48808,-0.7417055,-36.58092
480.,18.51294,18.4876,28.52835,19.21855,28.61687,-1.025542,-36.59265
490.,18.48797,18.462,28.65357,19.2042,28.74397,-1.304785,-36.60425
500.,18.46328,18.43668,28.77713,19.19,28.86939,-1.57952,-36.61574
510.,18.43888,18.41163,28.89906,19.17596,28.99317,-1.849831,-36.6271
520.,18.41476,18.38687,29.01936,19.16207,29.11533,-2.115798,-36.63834
530.,18.39091,18.36238,29.13806,19.14833,29.23588,-2.377502,-36.64946
540.,18.36735,18.33818,29.2552,19.13474,29.35485,-2.63502,-36.66045
550.,18.34407,18.31425,29.37078,19.12131,29.47226,-2.888428,-36.67132
560.,18.32107,18.2906,29.48482,19.10803,29.58814,-3.137801,-36.68206
570.,18.29834,18.26722,29.59736,19.09491,29.70249,-3.383211,-36.69268
580.,18.27589,18.24412,29.70841,19.08195,29.81535,-3.62473,-36.70316
590.,18.25371,18.2213,29.81799,19.06915,29.92673,-3.862426,-36.71353
600.,18.23181,18.19875,29.92613,19.0565,30.03666,-4.096369,-36.72376
610.,18.21018,18.17647,30.03283,19.04401,30.14514,-4.326625,-36.73386
620.,18.18883,18.15446,30.13812,19.03168,30.25221,-4.553258,-36.74384
630.,18.16774,18.13273,30.24203,19.0195,30.35789,-4.776333,-36.75369
640.,18.14693,18.11126,30.34456,19.00749,30.46218,-4.995912,-36.76341
650.,18.12638,18.09006,30.44575,18.99563,30.56511,-5.212056,-36.77301
660.,18.10609,18.06912,30.5456,18.98393,30.6667,-5.424824,-36.78247
670.,18.08608,18.04845,30.64413,18.97239,30.76696,-5.634277,-36.79181
680.,18.06632,18.02805,30.74137,18.96101,30.86592,-5.840469,-36.80102
690.,18.04683,18.0079,30.83732,18.94978,30.96359,-6.043459,-36.8101
700.,18.02759,17.98801,30.93202,18.93871,31.05998,-6.243301,-36.81906
